query,source
where is the gathering of the juggalos being held this year,natural_questions
who was named fifa world player of the year five consecutive times between 2006 and 2010,natural_questions
what is the name of spain's most famous soccer team,natural_questions
what type of site is plenty of fish,natural_questions
who is the actress that plays howard wolowitz mother,natural_questions
where does mcdonald's fish fillet come from,natural_questions
who were the sons of liberty and what was their purpose,natural_questions
who did the choreography for guys and dolls,natural_questions
when was the first constitution of pakistan passed,natural_questions
when did movie gallery go out of business,natural_questions
who is in jason aldean's you make it easy video,natural_questions
who plays in the world cup final 2018,natural_questions
what kind of plastic are shrinky-dinks made of,natural_questions
who plays william shatner's daughter in priceline commercials,natural_questions
what type of music is flight of the bumblebee,natural_questions
according to corax what are the three parts of a speech,natural_questions
where are sperms cells sent after they leave the epididymis,natural_questions
who plays rickon stark on game of thrones,natural_questions
who has won the most mirror balls on dwts,natural_questions
in cellular mobile communications the forward channel frequency band of amps system is,natural_questions
how many local government are there in delta state nigeria,natural_questions
where do the nerves that control the diaphragm exit the cns,natural_questions
who was most responsible for the second part of cell theory (that cells come from previous cells),natural_questions
in what episode does ted meet their mother,natural_questions
which arrondissement is the latin quarter in paris,natural_questions
who argued that we are born with intellectual blank slates,natural_questions
what is the general assembly of the united nations,natural_questions
how does surfactant reduce surface tension in the lungs,natural_questions
what color does methyl orange turn in an acid,natural_questions
who speaks for scar in the lion king,natural_questions
when was shine bright like a diamond made,natural_questions
who sings didn't i see you crying,natural_questions
who plays cami harris on last man standing,natural_questions
what did it take to sink the yamato,natural_questions
who played katie douglas on my three sons,natural_questions
who presents the people's postcode lottery advert,natural_questions
when does the 2017 college basketball season start,natural_questions
where did the bridges of madison county take place,natural_questions
what year did the movie disorderlies come out,natural_questions
when was the first x ray machine invented,natural_questions
who is the song i saw red about,natural_questions
when was the original wizard of oz movie made,natural_questions
who does millie bobby brown play in stranger things,natural_questions
is the pelvic bone the same as the hip bone,natural_questions
who is queen of the south based on,natural_questions
what happened in the last episode of wizards of waverly place,natural_questions
what happened to the great dark spot on neptune,natural_questions
how long has alton towers been a theme park,natural_questions
who were the first gods in greek mythology,natural_questions
who plays simone canning on the good wife,natural_questions
who sings youve got a friend in me from toy story,natural_questions
who does director of national intelligence report to,natural_questions
where did the name phillips 66 come from,natural_questions
who played dave in alvin and the chipmunks,natural_questions
what is the book of hebrews in the bible all about,natural_questions
when did peter pan and hook become enemies,natural_questions
whats the name of the orangutan in jungle book,natural_questions
traditionally in texas judges initially obtain their positions by,natural_questions
theme of the importance of being earnest by oscar wilde,natural_questions
what are the various planned maintenance schedules that are generally used,natural_questions
who hit the fastest century in test cricket,natural_questions
how many sticks are there in indian flag,natural_questions
who is the author of around the world in 80 days,natural_questions
who was the city of athens named after,natural_questions
where is first hockey club set up in world,natural_questions
what is the meaning of ode to a nightingale,natural_questions
when is the 5th season of agents of shield,natural_questions
who has more power in israeli prime minister or president,natural_questions
how many masters of wine are there in the world,natural_questions
who win three time nobel prize for peace,natural_questions
who follows the vice president in succession to the presidency,natural_questions
high court of uttar pradesh is located in,natural_questions
where does the tour de france start 2018,natural_questions
most preventable cause of death and disease in the united states,natural_questions
how long has storytelling been a part of human culture,natural_questions
who are the two sides involved in a civil lawsuit,natural_questions
who played last year for the super bowl,natural_questions
when did super storm sandy hit the jersey shore,natural_questions
when is peter pan introduced in once upon a time,natural_questions
when do morning dove chicks leave the nest,natural_questions
4. which latitudes experience the greatest annual change in daylight hours,natural_questions
the real characters from the movie paid in full,natural_questions
who killed monsieur the marquis in a tale of two cities,natural_questions
can you return an extra point in the nfl,natural_questions
where are lymph nodes found in the human body,natural_questions
how many species of penguin are found in the arctic circle,natural_questions
who wrote give it away by george strait,natural_questions
when did ed sheeran release thinking out loud,natural_questions
where did the detroit tigers play before comerica park,natural_questions
where do i go to get a patent,natural_questions
what was the purpose of the earliest schools in sumer,natural_questions
how many countries have joined the paris agreement,natural_questions
what in greek orthodox church is a diocese,natural_questions
who played queen victoria in the tv series,natural_questions
who played lead guitar on for what it's worth,natural_questions
where is green gables located on prince edward island,natural_questions
what episode of glee do they switch characters,natural_questions
is the red cross part of the un,natural_questions
how do we find out who gossip girl is,natural_questions
which version of the bible does catholic church use,natural_questions
how far does light travel in a year in kilometers,natural_questions
who plays miss wilma in i can do bad all by myself,natural_questions
where does japan fall on the economic spectrum,natural_questions
who is the comander in chief of the military,natural_questions
where is the scottish league cup semi finals being played,natural_questions
when did the idea of the trinity start,natural_questions
where are alkaline earth metals located on the periodic table,natural_questions
when was the last time michigan state won march madness,natural_questions
in what structural layer of the skin and by what cells is melanin produced,natural_questions
who did dionysus rescue from the island of naxos,natural_questions
when was the first child car seat made,natural_questions
where did the 2004 boxing day tsunami hit,natural_questions
where does the group boney m come from,natural_questions
applications of the principle of conservation of angular momentum,natural_questions
what did the 1494 treaty of tordesillas do between spain and portugal,natural_questions
who did england lose to in the world cup,natural_questions
who sang the song she drives me crazy,natural_questions
who commissioned the first christmas card in 1843,natural_questions
when does the game of thrones season 7 trailer come out,natural_questions
where did fifth third bank name come from,natural_questions
which term is defined as the chance that a given event will occur,natural_questions
at which stage does a silkworm produce silk thread,natural_questions
when was the first kentucky fried chicken opened,natural_questions
when did the spanish colonies declare independence from spain,natural_questions
who establishes the rules about naturalization of citizens,natural_questions
when did ny get the statue of liberty,natural_questions
where did little mix film shout out to my ex,natural_questions
what is the average temperature of the pacific ocean,natural_questions
where does jeremy from phineas and ferb work,natural_questions
what does it mean when a dog is ckc registered,natural_questions
what does thou shalt not bear false witness against thy neighbour mean,natural_questions
where did lord and lady baden powell met,natural_questions
who sang i wanna fall in love,natural_questions
part of a bone that forms an angle with the main body of the bone,natural_questions
is a m80 a quarter stick of dynamite,natural_questions
what kinds of treaties can the president make,natural_questions
where is the blessed sacrament kept in a church,natural_questions
who wrote the music to the music man,natural_questions
how many african american politicians served in the us congress during reconstruction,natural_questions
what is the difference between devils food and chocolate,natural_questions
what is the main purpose of the military,natural_questions
how many colors are on a color wheel,natural_questions
when did eastern and western roman empire split,natural_questions
was the waltons tv show based on a real family,natural_questions
how to get a degree sign on word,natural_questions
who are the three judges on american idol 2018,natural_questions
what happens to the crystallized intelligence as one goes from young adulthood to middle adulthood,natural_questions
who can appoint individuals to fill vacancies on california courts,natural_questions
who does the black baby on shameless belong to,natural_questions
how many players are on a team in soccer,natural_questions
where is the university of north dakota located,natural_questions
who was the first real president of the united states,natural_questions
who sings the rhythm is going to get you,natural_questions
who is the girl on lets make a deal,natural_questions
when does olaf's frozen adventure come out on tv,natural_questions
where did the los angeles lakers get their name,natural_questions
when did the first episode of yuri on ice air,natural_questions
who has won the mr olympia the most,natural_questions
who is known as the father of homeopathy,natural_questions
one beer to have when you're having more than one,natural_questions
who were british allies that attacked settlements on the frontier,natural_questions
where does the dan patrick show broadcast from,natural_questions
where is the parthenon located in ancient greece,natural_questions
character who was originally an assistant robot built by dr light and called rock,natural_questions
how did jim propose to pam on the office,natural_questions
what type of breed is an american bulldog,natural_questions
where did katie go in ask me anything,natural_questions
when did the knights of labor start and end,natural_questions
beri beri is a disease caused by the deficiency of,natural_questions
where is the 2017 open championship being played,natural_questions
who changed the seventh day sabbath to sunday,natural_questions
who was the first person to sing god bless america,natural_questions
where did the phrase friend zone come from,natural_questions
where can the great sphinx of giza be found,natural_questions
game of thrones what is it all about,natural_questions
where is acetylcholine released from to stimulate muscle contraction,natural_questions
where is west shamokin high school in pa,natural_questions
where did the comedy and tragedy masks originated,natural_questions
when did michigan state basketball win a national championship,natural_questions
when does season two of star trek discovery start,natural_questions
who plays red from orange is the new black,natural_questions
according to social control theory crime is a result of weak or broken social bond,natural_questions
who sang don't be tardy for the party,natural_questions
who played ashley on the fresh prince of bel-air,natural_questions
who was the longest serving prime minister of britain,natural_questions
when does deapicable me 3 come out on dvd,natural_questions
which countries can you see the midnight sun from,natural_questions
what is the meaning behind the song chop suey,natural_questions
who plays coby in packed to the rafters,natural_questions
when the herpesvirus is latent it resides in which area,natural_questions
who became the fifth beatle on let it be playing keyboards on the lp,natural_questions
who created the money inthe bank ladder match,natural_questions
where is california located in the region of the united states,natural_questions
how many canadian provinces border the united states,natural_questions
when did us stop backing dollar with gold,natural_questions
does marley die in the movie marley and me,natural_questions
an example of a metal which is liquid at room temperature is,natural_questions
when did dragon ball z end in america,natural_questions
who sang the theme to the poseidon adventure,natural_questions
where is taylor swift's delicate video filmed,natural_questions
who was the announcer on price is right,natural_questions
when did the us cut off trade with japan,natural_questions
how did the cold war effect the soviet union,natural_questions
when does mark sloan and lexie get together,natural_questions
what was the fastest propeller plane in ww2,natural_questions
loksabha member of maharashtra chief minister of jammu and kashmir,natural_questions
where is the resort that dirty dancing was filmed,natural_questions
what was the result of the treaty of paris in 1763,natural_questions
meaning of the name esau in the bible,natural_questions
what episode of steven universe is here comes a thought,natural_questions
where do the appalachian mountains begin and end,natural_questions
when was the first mcdonald's opened in canada,natural_questions
who invented the first television in the world,natural_questions
a major goal of the cultural revolution in china during the 1960s was to,natural_questions
where does the calvin cycle get its energy,natural_questions
who was the song hey man nice shot about,natural_questions
what article talks about amending the us constitution,natural_questions
who are the original members of the traveling wilburys,natural_questions
what was the main goal of the second continental congress,natural_questions
who wrote the national anthem for the united states of america,natural_questions
where does the saying bob's your uncle fanny your aunt come from,natural_questions
who is the guy in the diet dr pepper commercial 2015,natural_questions
how long is earth's rotation on its axis,natural_questions
what happens in season 2 of scream queens,natural_questions
when were catholic churches allowed back in england,natural_questions
where was the shannara chronicles season 2 filmed,natural_questions
who wrote the words to the battle hymn of the republic,natural_questions
who wrote that's what i like bruno mars,natural_questions
who was the first to climb mt everest,natural_questions
japanese for spirits these are associated with shintoism,natural_questions
when was led zeppelin's first album released,natural_questions
what is the 8th star wars movie called,natural_questions
what happens to the soil after growing cereal crops repeatedly in the same field,natural_questions
who is made up of the electoral college,natural_questions
when did the mgm grand open in vegas,natural_questions
what is the french name for the dough used to make eclairs,natural_questions
who is known as the king of rock,natural_questions
what is snake's name in jungle book,natural_questions
steps to buy a gun in north carolina,natural_questions
where does freeze the balls off a brass monkey,natural_questions
the terminal part of the stomach that opens into the duodenum is the,natural_questions
who wrote send me the pillow that you dream on,natural_questions
one of the inner moons of jupiter discovered in 1979,natural_questions
when does the new growlers album come out,natural_questions
when did armistice day changed to veterans day,natural_questions
who was rebecca in the bible married to,natural_questions
who won great british bake off season 4,natural_questions
the wachau valley is noted for its production of what product,natural_questions
what are the order of the arrow ranks,natural_questions
do max and liz get back together in roswell,natural_questions
where does lightning strike most in the world,natural_questions
where does the water from niagara falls go,natural_questions
the regional centre of indian bureau of standards is located at,natural_questions
where does nausicaa daughter of king alcinous find odysseus,natural_questions
what does lil uzi vert name stand for,natural_questions
who has the record for most wwe championships,natural_questions
when was the new giant species of spitting cobra found in kenya,natural_questions
who holds the most stolen bases in baseball,natural_questions
what is the color of horseshoe crab blood,natural_questions
the right to use real property is limited by,natural_questions
when was the last time volcano erupted in hawaii,natural_questions
what is a hybrid solid state hard drive,natural_questions
who wrote my heart will go on titanic,natural_questions
when do the winter olympics start and where,natural_questions
who wrote all i ever need is you,natural_questions
when was the city of new orleans established,natural_questions
what is the definition of poor in india,natural_questions
ken follett sequel to pillars of the earth,natural_questions
who wins in the war for the planet of the apes,natural_questions
he connection between a tooth and jaw bone is an example of a joint,natural_questions
where was the agreement which gave birth to caricom signed,natural_questions
what is the purpose of a business analyst,natural_questions
who plays red riding hood in into the woods,natural_questions
what is the function of constructor in java,natural_questions
when did the teton dam break in idaho,natural_questions
where did none of your beeswax come from,natural_questions
if events a and b are mutually exclusive are they also collectively exhaustive,natural_questions
who fought for india's independence from great britain,natural_questions
who won dancing with the stars season 10,natural_questions
what are the sirens in o brother where art thou,natural_questions
who was the first european explorer to explore land that became part of the united states,natural_questions
who won the nba championship 2 years ago,natural_questions
where is point pleasant beach in new jersey,natural_questions
what type of genetics relationship produces traits utilizing 3 or more genes,natural_questions
who won pairs figure skating in olympics 2018,natural_questions
where is the wine bar in only fools and horses,natural_questions
how many countries are the members of u.n. general assembly,natural_questions
who wrote the ten commandments the first time,natural_questions
most runs in a test innings by a team,natural_questions
who votes for the nfl man of the year,natural_questions
what gang was doughboy in boyz n the hood,natural_questions
abba why did it have to be me album,natural_questions
when was bug juice my adventures at camp filmed,natural_questions
when was the first pink panther movie made,natural_questions
who is known as the father of western medicine,natural_questions
who plays chloe lane on days of our lives,natural_questions
when did the post cold war era start,natural_questions
where does the blood come from during a nosebleed,natural_questions
when did air conditioning became standard in cars,natural_questions
when was the first roller coaster built in the world,natural_questions
where in the plant cell does the calvin cycle take place,natural_questions
where did me myself and irene take place,natural_questions
who plays catherine avery on grey's anatomy,natural_questions
what year did toys r us open their doors,natural_questions
how many boats made it back from the titanic,natural_questions
when does the coast guard fall under dod,natural_questions
what is the song the climb by miley cyrus lyrics about,natural_questions
what is the song say something by a great big world about,natural_questions
who has the most gold medals in hockey,natural_questions
when do we typically use anova to test a hypothesis,natural_questions
a deficit in a country's current account means that,natural_questions
the significance of the cross of gold speech was that,natural_questions
where does the united states energy come from,natural_questions
in what case did the us supreme court hand down its first opinion on august the 3rd 1791,natural_questions
in what modern day country did the renassaince start in,natural_questions
when did recreational pot become legal in california,natural_questions
where did the rumble in the jungle take place,natural_questions
what was france's role in the american revolution,natural_questions
where is leicestershire on the map of england,natural_questions
which king ordered the building of the château de chambord,natural_questions
where did england come in the eurovision last night,natural_questions
entity relationship diagram using crow's foot notation,natural_questions
does curry have a brother in the nba,natural_questions
who are the two candidates running to represent us in the 18th congressional district of pa,natural_questions
meaning of the song i write sins not tragedies,natural_questions
how many season did shaq play in the nba,natural_questions
how does and then there was none end,natural_questions
where does penny live in big bang theory,natural_questions
when did the olsen twins start full house,natural_questions
the proclamation of 1763 was an attempt by britain to,natural_questions
who sings can we talk for a minute,natural_questions
who sang lead vocals on don't worry baby,natural_questions
will there be a season 16 of american dad,natural_questions
difference between darcy friction factor and fanning friction factor,natural_questions
the first law of thermodynamics was developed by,natural_questions
who was the girl in the wonder years,natural_questions
where did the north west mounted police live,natural_questions
who is the chief officer of the house of representatives of the senate,natural_questions
when did pan american go out of business,natural_questions
who plays fig on orange is the new black,natural_questions
how much does celine dion get paid per show,natural_questions
holiday inn is part of what hotel chain,natural_questions
how many prisons are in canyon city colorado,natural_questions
legal basis of state of the nation address,natural_questions
who wrote the song the dance by garth brooks,natural_questions
what are the upper limits of normal for the qtc,natural_questions
what is the upcoming world of warcraft expansion,natural_questions
what song has stayed number one for the longest,natural_questions
when was it required to have a driver's license,natural_questions
is there a movie of the book hatchet,natural_questions
bupernorphine (buprenex® subutex® suboxone®) is used to treat which substance use disorder,natural_questions
what was the significance of the american victory at the battle of saratoga,natural_questions
govt of india refers to the absolute poverty line in terms of,natural_questions
what religious groups lived in the new england colonies,natural_questions
who was michelle married to in coronation street,natural_questions
where is the next nba all star game going to be,natural_questions
when do cells undergo a round of dna replication in meiosis,natural_questions
who won 2017-18 nba rookie of the year,natural_questions
who plays andrea's sister in the walking dead,natural_questions
where did the miracle of the fish and loaves happen,natural_questions
brihadeshwara temple is made up of which rock,natural_questions
where did 1 direction finish in x factor,natural_questions
who won the first american idol contest in 2002,natural_questions
dog who waited for master at train station,natural_questions
when do the majority of tornadoes occur in north america,natural_questions
who is the founder of communist party in india,natural_questions
when was the song in the mood written,natural_questions
have any of the kardashians graduated from college,natural_questions
key events in the development of law relating to native title in australia,natural_questions
what is ring main unit in electrical power distribution,natural_questions
the current value in the arc welding is decided by,natural_questions
who plays lord beric in game of thrones,natural_questions
when was stranger things supposed to take place,natural_questions
who plays norma in orange is the new black,natural_questions
where did the doctor get his mobile emitter,natural_questions
who did the soundtrack for beverly hills cop,natural_questions
when was the government of the united states formed,natural_questions
who is the movie danny collins based on,natural_questions
what is the oldest stamp in the world,natural_questions
when did costa rica join the united nations,natural_questions
who is the actor that plays spencer reid,natural_questions
when did the song jack and diane come out,natural_questions
who sang fool if you think it over,natural_questions
where did the idea of uber come from,natural_questions
when did iran qualify for the world cup,natural_questions
what is the current edition of the united states code,natural_questions
where did the term point blank come from,natural_questions
when was it discovered that lead was poisonous,natural_questions
who does lady gaga play in ahs hotel,natural_questions
who played stacey on saved by the bell,natural_questions
what channel did fresh prince of bel air air on,natural_questions
when does the full moon rise into the sky,natural_questions
is speed the same as velocity or acceleration,natural_questions
who played mr. carter in welcome back carter,natural_questions
why were the dutch eager to set up a colony in america,natural_questions
​ stress that is converted to positive energy is called,natural_questions
is it legal to have a gun in florida,natural_questions
what is the difference between a graduate diploma and a postgraduate diploma,natural_questions
who does the voice in the haunted mansion at disneyland,natural_questions
what is the national bird of costa rica,natural_questions
who plays ds arnott in line of duty,natural_questions
who is the manager for the seattle mariners,natural_questions
role of spores in the development of c. difficile disease,natural_questions
the financial crisis in the u.s. in 2009 was triggered by,natural_questions
where are the phosphodiester bonds located in the double helix of dna,natural_questions
name the last mughal emperor to sit on the peacock throne,natural_questions
what exit does hov lane start on lie,natural_questions
who is the owner of crown plaza rosemont,natural_questions
what is the young one of peacock called,natural_questions
who is credited with discovering how to transmit sound without the use of wires,natural_questions
where did they film a walk to remember,natural_questions
who played sam and dean's father in supernatural,natural_questions
where will the america's cup be held,natural_questions
who took 10 wickets in an innings in test match,natural_questions
what is the use of port numbers in a tcp connection,natural_questions
when did the wwe ruthless aggression era start,natural_questions
who plays jack bauer's daughter on 24,natural_questions
who had the tonight show before jimmy fallon,natural_questions
where does the bacteria that causes leprosy come from,natural_questions
how big is the boeing plant in everett,natural_questions
when does keith die in one tree hill,natural_questions
where does to catch a thief take place,natural_questions
what does the arabic word ummah refer to,natural_questions
when was the battle of panipat 2 fought,natural_questions
what does it mean to get married in the catholic church,natural_questions
who sings the sons of anarchy theme song,natural_questions
does belgium have a president or prime minister,natural_questions
when was mission san francisco de asis built,natural_questions
where did the agni-iii test launch and failed,natural_questions
who was the first woman who ran for vice president,natural_questions
when did the dollar become the reserve currency,natural_questions
where do most of the bananas come from,natural_questions
who founded the first early childhood education program,natural_questions
who's the winner of masterchef season 8,natural_questions
what type of government does iran have today,natural_questions
who played felix in once upon a time,natural_questions
who was one of the few female pharaohs that ruled egypt,natural_questions
lg electronic traces its origin to which company,natural_questions
which type of receptor is present in the cardiac wall and responds to stimulation by the vagus nerve,natural_questions
who was the shortest president of the united states,natural_questions
who are all the presidents that died in office,natural_questions
who is the actor that plays the hulk,natural_questions
who is julie having an affair with on desperate housewives,natural_questions
when does food and wine start at disney,natural_questions
what type of vehicle is a dodge durango,natural_questions
how old was liesel in the sound of music,natural_questions
when was the last time a goalie scored in the nhl,natural_questions
what does conflict of interest mean in law,natural_questions
where is trypsin found in the digestive system,natural_questions
what was the robot maids name on the jetsons,natural_questions
who sang the theme song from the movie arthur,natural_questions
where was friday night lights tv show filmed,natural_questions
where do the monsters in pacific rim come from,natural_questions
story of the frog and the scorpion moral,natural_questions
where does red sky at night come from,natural_questions
who did bradley whitfird play in the post,natural_questions
what is the best height for a soccer player,natural_questions
what does motion plus do on wii controller,natural_questions
when did england last won a quarter final,natural_questions
what is the drop off in the ocean,natural_questions
who controls the house and senate right now,natural_questions
how did nasa get the rover to the moon,natural_questions
who is the notre dame cathedral dedicated to,natural_questions
why are there robot animals in horizon zero dawn,natural_questions
what is the largest catholic church in new york city,natural_questions
when were bill of rights added to constitution,natural_questions
who plays josh bryant in the princess diaries,natural_questions
when did abuja become the fct of nigeria,natural_questions
when does an embryo attach to the uterus,natural_questions
where is kansas located in the united states,natural_questions
who wrote the hymn take my life and let it be,natural_questions
who wrote the song one in a million,natural_questions
who played daisy duke on the dukes of hazzard,natural_questions
what is the number one sport in the us,natural_questions
what effect did the punic wars have on rome,natural_questions
a polygon with all sides the same length is said to be,natural_questions
when does the movie call me by your name come out,natural_questions
in which year was the on court coaching introduced,natural_questions
how many rooms in the mirage las vegas,natural_questions
where do electrons get their energy in photosystem i,natural_questions
who played miss peggy on andy griffith show,natural_questions
which is the most powerful engine in indian railways,natural_questions
what progressive reforms did the platform of the bull moose party support,natural_questions
who plays faramir in lord of the rings,natural_questions
who is the singer of kamli song in dhoom 3,natural_questions
who scored the first ever world cup final goal in 1930,natural_questions
who plays the elf king in the hobbit,natural_questions
how many guest rooms does the bellagio have,natural_questions
who sings there's no place i'd rather be,natural_questions
when did ireland win the grand slam last,natural_questions
when did the events in the odyssey take place,natural_questions
who is the girl in joe video i wanna know,natural_questions
who played jack tripper on three's company,natural_questions
who plays barry allen in the flash tv show,natural_questions
how long does it take to drive around the coast of australia,natural_questions
what is the city of tula famous for,natural_questions
where does raymond live in everybody loves raymond,natural_questions
tick borne disease that makes you allergic to meat,natural_questions
who has the most sheep in the world,natural_questions
what are characteristics of the american romantic style,natural_questions
when were driving licences introduced in the uk,natural_questions
when did the us government stop using silver in coins,natural_questions
which type of email server is typically used for outgoing mail,natural_questions
is french guiana part of the european union,natural_questions
who song you got a friend in me,natural_questions
when did the bucks win the super bowl,natural_questions
where was season 2 of stranger things filmed,natural_questions
why did the mom on the waltons leave,natural_questions
where does the euro sign go in france,natural_questions
who presides over the meeting of municipal corporation,natural_questions
where did the pelicans nba team come from,natural_questions
where are the britain's got talent semi finals held,natural_questions
what movie did natalie portman win an oscar for,natural_questions
who plays andy's teacher in parks and rec,natural_questions
when does the 2018 tax cut go into effect,natural_questions
in which year india qualified for world cup football,natural_questions
use of upside down exclamation mark in spanish,natural_questions
when was dna technology first used in forensics,natural_questions
when do symptoms of axon damage show up,natural_questions
where is seattle located in the united states,natural_questions
what does the d.c in washington d.c stand for,natural_questions
who wrote a journey to the center of the earth,natural_questions
who put their fist up at the olympics,natural_questions
what happened to the ark in raiders of the lost ark,natural_questions
what's in the middle of the colosseum,natural_questions
how does a fennec fox get its food,natural_questions
when was the grand exchange added to runescape,natural_questions
who is the nobel peace prize given to,natural_questions
who are the 2018 inductees into baseball hall of fame,natural_questions
what do you call the top of a column,natural_questions
name the indian state with large portions of desert area,natural_questions
where was the game of badminton first played,natural_questions
bring it on in it to win it who wins,natural_questions
who directed one flew over the cuckoo's nest,natural_questions
who is the girl in overly attached girlfriend,natural_questions
where is the tabernacle located in the catholic church,natural_questions
when did here comes the hotstepper come out,natural_questions
are crows and ravens the same type of bird,natural_questions
when did we start saying the pledge of allegiance in schools,natural_questions
who did not sleep for 14 years in ramayana,natural_questions
what is the meaning of coexist bumper sticker,natural_questions
who played the demon in buffy once more with feeling,natural_questions
what is the current name of the country of siam,natural_questions
when was the last time the bengals won a superbowl,natural_questions
where is the curse of oak island filmed at,natural_questions
who is proposed the idea of experiential learning (or learning by doing),natural_questions
what does camus mean by living without appeal,natural_questions
where did the name red sea came from,natural_questions
where did the term swamp cooler come from,natural_questions
where can you find crocodiles in the us,natural_questions
how i met your mother front desk guy,natural_questions
why is there an obelisk in washington dc,natural_questions
who won the last season of masterchef junior,natural_questions
when was the construction of the berlin wall finished,natural_questions
who is wont you be my neighbor dedicated to,natural_questions
the republican ascendancy of the 1920's began with whose election,natural_questions
the bill of rights originally had how many amendments,natural_questions
who was the film war dogs based on,natural_questions
where does it say thou shalt not kill in the bible,natural_questions
what is the weather like in vancouver all year round,natural_questions
how many jefferson counties are there in the us,natural_questions
who played lionel in all in the family,natural_questions
why do killer whales fins flop in captivity,natural_questions
who wrote the war that saved my life,natural_questions
which constitutional amendment forbids excessive bails or fines and no cruel or unusual punishment,natural_questions
what did the first energizer bunny look like,natural_questions
who plays deena on the young and the restless,natural_questions
where does the san pedro river start and end,natural_questions
who does carmela soprano have an affair with,natural_questions
when is el chapo season 3 coming out on netflix,natural_questions
how much does it cost to get a hollywood star,natural_questions
where did the name red velvet cake come from,natural_questions
who does cisco turn into in the flash,natural_questions
is a series of unfortunate events based on a real story,natural_questions
what is the role of the small intestine in digestion,natural_questions
who do the raiders share a field with,natural_questions
how much does a suit of plate armor weigh,natural_questions
is a raven part of the crow family,natural_questions
when did the ipad pro 10.5 come out,natural_questions
who played the catwoman in tv series batman,natural_questions
fugees killing me softly with his song original,natural_questions
how many songs are in pandora's library,natural_questions
what was the original title of star wars a new hope,natural_questions
what is the meaning of mehndi in hindi,natural_questions
how many palm islands are there in dubai,natural_questions
when do they find out cole is balthazar,natural_questions
when did the spastic society change its name,natural_questions
what type of economic system does north korea have,natural_questions
when did interracial marriage become legal in new york,natural_questions
when is the closing ceremonies for the winter olympics 2018,natural_questions
who plays hans solo's son in the force awakens,natural_questions
where is the byron nelson golf classic played,natural_questions
who invented and wore the first pair of pants,natural_questions
where does the book of numbers get its name,natural_questions
when did the first episode of roseanne air,natural_questions
do you get conjugal visits in prison uk,natural_questions
what term defines the nonliving components of an ecosystem such as climate water and soil,natural_questions
where does the name welsh rarebit come from,natural_questions
who controls the redistricting process in most states,natural_questions
what is the meaning of loy krathong festival,natural_questions
doctrine of lapse was of the cause for which rebellion,natural_questions
where does the liver lie in the body,natural_questions
when is netflix daredevil season 3 coming out,natural_questions
when was the book to kill a mockingbird written,natural_questions
who organized the august 1991 coup attempt in the soviet union,natural_questions
where did two door cinema club get their name,natural_questions
who is the original artist of you are my sunshine,natural_questions
who started the east coast west coast rivalry,natural_questions
is ori and the blind forest on xbox 360,natural_questions
what album is dreams by the cranberries on,natural_questions
when did nando's come to the uk,natural_questions
when did we declare our independence from england,natural_questions
who is the next prime minister of malaysia,natural_questions
why do we have a social security number,natural_questions
is 10 cloverfield lane a prequel to cloverfield,natural_questions
who wanted america to be an agrarian society,natural_questions
when did the soviet union declared war on japan,natural_questions
where was friday the 13th crystal lake filmed,natural_questions
star trek next generation season 2 episode 10,natural_questions
when did china become permanent member of un,natural_questions
in an inspector calls where does eva work,natural_questions
when did the welfare system began in the us,natural_questions
what is a chain of underwater mountains called,natural_questions
where is cross river state located in nigeria,natural_questions
who won last year's baseball world series,natural_questions
what were the hiwis in world war ii,natural_questions
why is the due process clause of the fourteenth amendment important,natural_questions
who was in the mickey mouse club with annette funicello,natural_questions
what is the old name of burj khalifa,natural_questions
when does damon and elena get together in vampire diaries,natural_questions
who's the sister on mike and molly,natural_questions
how much did it cost to build the dallas cowboys stadium,natural_questions
when did the karner blue butterfly become endangered,natural_questions
who excutive the site of mohenjo daro in sindh,natural_questions
how long did it take the titanic to sink after hitting the iceberg,natural_questions
where do i find my government id number,natural_questions
where is the atlas mountains located on a world map,natural_questions
where are the bulk of congress' powers found,natural_questions
how many national parks are there in tanzania,natural_questions
who burned down the white house during war of 1812,natural_questions
where is the original star spangled banner located,natural_questions
when was the last time the texans went to the super bowl,natural_questions
is north korea a member if the un,natural_questions
where is the heart located in a snake,natural_questions
who sang i'm wicked and i'm lazy,natural_questions
what is the prison in the count of monte cristo,natural_questions
who makes up the emergency response team in a hospital,natural_questions
when was the decision for frye v. united states issued,natural_questions
where did the black and white cookie originate,natural_questions
what is the most common source of electricity in manitoba,natural_questions
who was the movie we were soldiers about,natural_questions
value of a new york city taxi medallion,natural_questions
what channel is the series yellowstone on tv,natural_questions
when is the little mermaid live action movie coming out,natural_questions
what are the names of the twin towers,natural_questions
when will season 2 of star crossed come out,natural_questions
when does the new governor of new jersey take office,natural_questions
name of the actor who plays captain america,natural_questions
what is the meaning of lean on me by bill withers,natural_questions
where is love it or list it shot,natural_questions
introibo ad altare dei ad deum qui laetificat juventutem meam translation,natural_questions
who is can't help falling in love by,natural_questions
what city was the center of imperial life in the roman empire in the early fifth century,natural_questions
what does hfs stand for in 21 jump street,natural_questions
who is the most successful singing duo of all time,natural_questions
volume of air lungs can hold at the end of maximum inhalation,natural_questions
who played warden hodges in dad's army,natural_questions
where did the affordable care act come from,natural_questions
who got rookie of the year in basketball,natural_questions
who was the song about he stopped loving her today,natural_questions
is it legal to own a galapagos tortoise,natural_questions
